140,p140,867.84
141,p141,973.11
142,p142,911.16
143,p143,689.98
144,p144,582.46
145,p145,386.59
146,p146,755.08
147,p147,363.12
148,p148,792.97
149,p149,266.03
150,p150,342.27
151,p151,955.69
152,p152,558.61
153,p153,303.56
154,p154,745.62
155,p155,488.86
156,p156,956.08
157,p157,573.4
158,p158,247.66
159,p159,870.92
160,p160,8.34
161,p161,916.67
162,p162,933.96
163,p163,637.6
164,p164,161.79
165,p165,381.61
166,p166,976.25
167,p167,761.39
168,p168,451.9
169,p169,10.25
170,p170,497.38
171,p171,402.64
172,p172,720.54
173,p173,872.47
174,p174,674.66
175,p175,360.18
176,p176,497.63
177,p177,430.94
178,p178,169.78
179,p179,769.46
180,p180,410.56
181,p181,639.63
182,p182,641.79
183,p183,141.49
184,p184,744.86
185,p185,595.65
186,p186,366.45
187,p187,110.6
188,p188,308.87
189,p189,37.92
190,p190,894.47
191,p191,887.3
192,p192,911.56
193,p193,162.82
194,p194,679.93
195,p195,1.24
196,p196,406.33
197,p197,793.78
198,p198,861.24
199,p199,20.67
200,p200,407.51
201,p201,596.96
202,p202,531.23
203,p203,978.26
204,p204,254.7
205,p205,289.23
206,p206,634.39
207,p207,376.18
208,p208,471.13
209,p209,494.31
210,p210,181.53
211,p211,171.87
212,p212,997.38
213,p213,804.81
214,p214,516.9
215,p215,42.56
216,p216,172.19
217,p217,736.06
218,p218,314.06
219,p219,713.92
220,p220,91.04
221,p221,297.07
222,p222,237.37
223,p223,753.69
224,p224,989.77
225,p225,291.91
226,p226,969.48
227,p227,273.48
228,p228,582.94
229,p229,21.45
230,p230,841.52
231,p231,876.08
232,p232,266.93
233,p233,903.61
234,p234,918.64
235,p235,144.56
236,p236,506.34
237,p237,2.62
238,p238,701.47
239,p239,813.8
240,p240,108.28
241,p241,504.54
242,p242,869.02
243,p243,480.9
244,p244,154.69
245,p245,410.98
246,p246,366.83
247,p247,174.52
248,p248,564.68
249,p249,402.28
250,p250,216.77
251,p251,911.13
252,p252,797.21
253,p253,804.64
254,p254,179.3
255,p255,499.36
256,p256,913.59
257,p257,546.67
258,p258,775.02
259,p259,563.31
260,p260,188.27
261,p261,680.76
262,p262,272.14
263,p263,124.1
264,p264,943.5
265,p265,55.89
266,p266,535.96
267,p267,66.67
268,p268,124.09
269,p269,336.86
270,p270,300.95
271,p271,487.68
272,p272,624.64
273,p273,602.78
274,p274,309.94
275,p275,777.9
276,p276,564.25
277,p277,80.47
278,p278,582.72
279,p279,310.11
280,p280,579.95
281,p281,675.38
282,p282,944.4
283,p283,763.26
284,p284,626.6
285,p285,347.04
286,p286,952.13
287,p287,298.9
288,p288,481.01
289,p289,512.63
290,p290,983.99
291,p291,374.46
292,p292,761.46
293,p293,470.73
294,p294,153.95
295,p295,832.96
296,p296,210.79
297,p297,807.47
298,p298,451.09
299,p299,549.6
300,p300,656.63
301,p301,645.09
302,p302,817.46
303,p303,992.26
304,p304,5.53
305,p305,655.72
306,p306,145.04
307,p307,434.71
308,p308,295.59
309,p309,233.77
310,p310,515.19
311,p311,459.65
312,p312,216.68
313,p313,481.13
314,p314,941.55
315,p315,124.49
316,p316,82.78
317,p317,462.42
318,p318,349.52
319,p319,587.08
320,p320,633.84
321,p321,288.95
322,p322,854.58
323,p323,600.57
324,p324,347.55
325,p325,954.65
326,p326,994.35
327,p327,316.86
328,p328,551.56
329,p329,871.19
330,p330,435.98
331,p331,243.16
332,p332,487.91
333,p333,793.07
334,p334,744.28
335,p335,867.24
336,p336,694.8
337,p337,289.45
338,p338,990.89
339,p339,827.79
340,p340,739.2
341,p341,56.46
342,p342,705.92
343,p343,818.03
344,p344,499.36
345,p345,529.97
346,p346,83.45
347,p347,87.65
348,p348,7.16
349,p349,341.73
350,p350,115.07
351,p351,912.67
352,p352,873.51
353,p353,374.56
354,p354,537.52
355,p355,771.06
356,p356,260.49
357,p357,871
358,p358,57.25
359,p359,492.81
360,p360,32.36
361,p361,265.49
362,p362,604.25
363,p363,331.02
364,p364,461.77
365,p365,828.95
366,p366,849.25
367,p367,348.21
368,p368,175.02
369,p369,876.46
370,p370,335.54
371,p371,76.87
372,p372,763.56
373,p373,408.27
374,p374,204.97
375,p375,269.18
376,p376,803.99
377,p377,976.39
378,p378,971.95
379,p379,669.56
380,p380,556.72
381,p381,704.75
382,p382,295.28
383,p383,501.86
384,p384,439.32
385,p385,924.09
386,p386,802.72
387,p387,86.64
388,p388,416.16
389,p389,364.89
390,p390,906.05
391,p391,918.94
392,p392,99.28
393,p393,207.2
394,p394,206.15
395,p395,426.59
396,p396,439.05
397,p397,76.94
398,p398,918.13
399,p399,859.38
400,p400,44.13
401,p401,985.33
402,p402,979.81
403,p403,282.82
404,p404,981.01
405,p405,966.47
406,p406,174.31
407,p407,57.93
408,p408,199.28
409,p409,392.17
410,p410,364.77
411,p411,12.67
412,p412,492.68
413,p413,924.72
414,p414,208.9
415,p415,144.4
416,p416,846.48
417,p417,810.92
418,p418,692.43
419,p419,441.36
420,p420,620.72
421,p421,321.42
422,p422,35.29
423,p423,207.4
424,p424,39.05
425,p425,706.51
426,p426,347.67
427,p427,776.04
428,p428,613.77
429,p429,250.85
430,p430,717.27
431,p431,291.93
432,p432,168.22
433,p433,343.36
434,p434,109.72
435,p435,234.76
436,p436,193.71
437,p437,821.2
438,p438,515.51
439,p439,224.93
440,p440,364.61
441,p441,182.68
442,p442,734.06
443,p443,923.19
444,p444,272.24
445,p445,895.55
446,p446,900.14
447,p447,949.75
448,p448,521.53
449,p449,750.74
450,p450,911.41
451,p451,4.92
452,p452,354.69
453,p453,267.19
454,p454,807.52
455,p455,939.38
456,p456,710.17
457,p457,846.17
458,p458,993.11
459,p459,169.74
460,p460,158.73
461,p461,916.68
462,p462,371.87
463,p463,738.97
464,p464,629.06
465,p465,175.15
466,p466,258.3
467,p467,679.79
468,p468,483.03
469,p469,687.16
470,p470,695.99
471,p471,296.45
472,p472,954.07
473,p473,893.6
474,p474,773.51
475,p475,400.27
476,p476,746.59
477,p477,150.73
478,p478,370.58
479,p479,910.76
480,p480,902.44
481,p481,607.84
482,p482,69.35
483,p483,68.07
484,p484,618.13
485,p485,987.7
486,p486,297.88
487,p487,172.35
488,p488,447.41
489,p489,637.13
490,p490,182.35
491,p491,135.93
492,p492,385.39
493,p493,105.86
494,p494,363.9
495,p495,865.37
496,p496,416
497,p497,214.03
498,p498,66.02
499,p499,927.26
500,p500,382.06
501,p501,952.11
502,p502,229.83
503,p503,265.61
504,p504,384.27
505,p505,872.59
506,p506,334.65
507,p507,395.81
508,p508,763.23
509,p509,565.2
510,p510,993.84
511,p511,840.16
512,p512,563.39
513,p513,664.55
514,p514,671.21
515,p515,120.2
516,p516,262.43
517,p517,209.23
518,p518,838.47
519,p519,330.52
520,p520,379.29
521,p521,597.36
522,p522,329.53
523,p523,738.59
524,p524,737.22
525,p525,478.34
526,p526,936.92
527,p527,902.91
528,p528,848.04
529,p529,124.56
530,p530,989.43
531,p531,384.58
532,p532,147.66
533,p533,969.19
534,p534,799.68
535,p535,953
536,p536,558.28
537,p537,335.38
538,p538,775.71
539,p539,824.99
540,p540,585.39
541,p541,387.09
542,p542,388.55
543,p543,939.77
544,p544,590.34
545,p545,426.43
546,p546,464.51
547,p547,642.55
548,p548,969.08
549,p549,561.5
550,p550,853.25
551,p551,447.48
552,p552,156.39
553,p553,609.08
554,p554,333.65
555,p555,118.06
556,p556,363.65
557,p557,172.75
558,p558,384.74
559,p559,405.37
560,p560,821.94
561,p561,825.63
562,p562,687.18
563,p563,550.77
564,p564,345.73
565,p565,198.08
566,p566,361.68
567,p567,393.7
568,p568,927.26
569,p569,534.67
570,p570,195.26
571,p571,519.69
572,p572,815.01
573,p573,336.85
574,p574,140.95
575,p575,756.65
576,p576,598.41
577,p577,385.63
578,p578,684.22
579,p579,979.17
580,p580,30.86
581,p581,516.48
582,p582,325.07
583,p583,867.61
584,p584,991.38
585,p585,449.45
586,p586,884.65
587,p587,224.11
588,p588,330.52
589,p589,427.22
590,p590,200.27
591,p591,113.87
592,p592,899.99
593,p593,704.98
594,p594,583.19
595,p595,513.08
596,p596,230.16
597,p597,661.9
598,p598,397.38
599,p599,773.86
600,p600,856.48
601,p601,556.78
602,p602,453.16
603,p603,819.41
604,p604,61.89
605,p605,76.66
606,p606,428.89
607,p607,951.86
608,p608,123.15
609,p609,169.9
610,p610,166.46
611,p611,340.08
612,p612,615.66
613,p613,942.79
614,p614,699.62
615,p615,843.74
616,p616,688.77
617,p617,11.53
618,p618,491.62
619,p619,107.68
620,p620,423.99
621,p621,957.44
622,p622,13.6
623,p623,423.07
624,p624,850.96
625,p625,986.5
626,p626,358.68
627,p627,160.72
628,p628,84.44
629,p629,45.48
630,p630,380.28
631,p631,80.71
632,p632,587.59
633,p633,330.12
634,p634,71.78
635,p635,669.74
636,p636,740.83
637,p637,450.02
638,p638,663.62
639,p639,516.35
640,p640,312.64
641,p641,231.9
642,p642,679.37
643,p643,921.32
644,p644,966.16
645,p645,750.49
646,p646,239.06
647,p647,245.7
648,p648,624.16
649,p649,883.22
650,p650,859.92
651,p651,172.57
652,p652,82.37
653,p653,184.74
654,p654,854.58
655,p655,648.38
656,p656,825.1
657,p657,677.64
658,p658,100.22
659,p659,131.02
660,p660,595.76
661,p661,278.78
662,p662,84.07
663,p663,351.66
664,p664,698.96
665,p665,579.45
666,p666,76.66
667,p667,605.37
668,p668,496.74
669,p669,593.38
670,p670,810.95
671,p671,313.93
672,p672,224.33
673,p673,349.66
674,p674,955.34
675,p675,726.3
676,p676,593.08
677,p677,444.25
678,p678,340.03
679,p679,548.98
680,p680,344.01
681,p681,798.52
682,p682,660.88
683,p683,576.73
684,p684,480.79
685,p685,239.46
686,p686,719.65
687,p687,79.13
688,p688,602.73
689,p689,992.63
690,p690,956.14
691,p691,785.24
692,p692,704.93
693,p693,208.11
694,p694,93.51
695,p695,343.96
696,p696,726.81
697,p697,744.53
698,p698,885.97
699,p699,550.89
700,p700,843.54
701,p701,502.98
702,p702,426.15
703,p703,433.48
704,p704,334.36
705,p705,679.08
706,p706,869
707,p707,286.48
708,p708,722.13
709,p709,344.63
710,p710,908.81
711,p711,421.71
712,p712,395.04
713,p713,685.91
714,p714,582.94
715,p715,134.92
716,p716,862.38
717,p717,791.58
718,p718,330.96
719,p719,718.84
720,p720,98.43
721,p721,586
722,p722,520.13
723,p723,866.04
724,p724,207
725,p725,227.51
726,p726,26.28
727,p727,449.3
728,p728,939.73
729,p729,751.16
730,p730,308.42
731,p731,673.15
732,p732,997.02
733,p733,749.07
734,p734,623.28
735,p735,954.98
736,p736,346.33
737,p737,465.17
738,p738,225.68
739,p739,271.86
740,p740,474.33
741,p741,519.41
742,p742,304.04
743,p743,615.12
744,p744,952.27
745,p745,180.62
746,p746,581.87
747,p747,540.92
748,p748,913.01
749,p749,714.95
750,p750,482.28
751,p751,186.07
752,p752,926.69
753,p753,879.84
754,p754,419.25
755,p755,577.01
756,p756,206.02
757,p757,17.37
758,p758,873.5
759,p759,918.67
760,p760,156.25
761,p761,951.96
762,p762,628.81
763,p763,394.46
764,p764,517.6
765,p765,395.54
766,p766,699.28
767,p767,153.2
768,p768,418.38
769,p769,780.72
770,p770,442.34
771,p771,170.2
772,p772,540.26
773,p773,310.81
774,p774,259.33
775,p775,298.26
776,p776,299.72
777,p777,178.51
778,p778,797.85
779,p779,526.54
780,p780,394.43
781,p781,246.8
782,p782,854.76
783,p783,878.93
784,p784,683.35
785,p785,997.34
786,p786,933.32
787,p787,76.48
788,p788,81.15
789,p789,190.61
790,p790,360.17
791,p791,514.79
792,p792,142.51
793,p793,591.66
794,p794,813.25
795,p795,792.81
796,p796,19.01
797,p797,104.89
798,p798,334.61
799,p799,62.79
800,p800,659.54
801,p801,342.95
802,p802,906.33
803,p803,732.5
804,p804,416.32
805,p805,751.01
806,p806,307.96
807,p807,221.22
808,p808,14.16
809,p809,22.27
810,p810,169.35
811,p811,906.25
812,p812,293.89
813,p813,874.51
814,p814,494.21
815,p815,19.68
816,p816,846.39
817,p817,176.83
818,p818,623.11
819,p819,85.9
820,p820,826.05
821,p821,619.98
822,p822,561.19
823,p823,571.43
824,p824,764.39
825,p825,201.45
826,p826,556.03
827,p827,603.68
828,p828,187.91
829,p829,489.75
830,p830,891.89
831,p831,948.66
832,p832,183.55
833,p833,613.17
834,p834,995.17
835,p835,517.66
836,p836,675.7
837,p837,643.67
838,p838,425.2
839,p839,56.69
840,p840,157.99
841,p841,332.85
842,p842,46.73
843,p843,364.79
844,p844,881.1
845,p845,361.95
846,p846,236.75
847,p847,451.87
848,p848,811.22
849,p849,150.93
850,p850,19.34
851,p851,348.12
852,p852,835.9
853,p853,791.92
854,p854,704.75
855,p855,523.32
856,p856,495.1
857,p857,808.59
858,p858,239.45
859,p859,733.79
860,p860,0.08
861,p861,803.35
862,p862,697.27
863,p863,55.68
864,p864,260.5
865,p865,815.79
866,p866,684.31
867,p867,440.42
868,p868,574.98
869,p869,503.21
870,p870,769.33
871,p871,790.09
872,p872,873.7
873,p873,940.89
874,p874,303.11
875,p875,599.74
876,p876,338.26
877,p877,929.55
878,p878,491.46
879,p879,772.61
880,p880,159.72
881,p881,502.25
882,p882,540.65
883,p883,705.28
884,p884,372.19
885,p885,815.77
886,p886,646.71
887,p887,525.06
888,p888,918.14
889,p889,317.95
890,p890,615.75
891,p891,556.64
892,p892,51.4
893,p893,75.19
894,p894,603.6
895,p895,426.78
896,p896,56.06
897,p897,396.05
898,p898,625.96
899,p899,459.86
900,p900,903.79
901,p901,689.22
902,p902,660.3
903,p903,632.3
904,p904,314.6
905,p905,11.02
906,p906,107.96
907,p907,28.57
908,p908,363.3
909,p909,524.91
910,p910,218.38
911,p911,120.33
912,p912,495.23
913,p913,701.59
914,p914,364.55
915,p915,434.16
916,p916,713.26
917,p917,191.74
918,p918,348.38
919,p919,139.69
920,p920,274.02
921,p921,494.55
922,p922,496.24
923,p923,366.35
924,p924,600.14
925,p925,524.65
926,p926,159.96
927,p927,281.86
928,p928,887.67
929,p929,954.85
930,p930,738.35
931,p931,855.65
932,p932,828.41
933,p933,233.82
934,p934,714.15
935,p935,624.17
936,p936,25.33
937,p937,325.41
938,p938,950.41
939,p939,113.2
940,p940,198.5
941,p941,678.36
942,p942,141.2
943,p943,65
944,p944,106.13
945,p945,732.11
946,p946,915.18
947,p947,788.57
948,p948,928.38
949,p949,361.93
950,p950,18.22
951,p951,4.69
952,p952,220.62
953,p953,211.05
954,p954,471.3
955,p955,425.25
956,p956,577.28
957,p957,268.47
958,p958,252.96
959,p959,432.73
960,p960,973.27
961,p961,431.49
962,p962,969.96
963,p963,235.19
964,p964,499.61
965,p965,545.25
966,p966,155.25
967,p967,354.3
968,p968,813.41
969,p969,325.81
970,p970,742.57
971,p971,495.46
972,p972,286.99
973,p973,310.75
974,p974,932.24
975,p975,776.9
976,p976,536.51
977,p977,653.41
978,p978,875.32
979,p979,137.24
980,p980,960.88
981,p981,165.98
982,p982,55.5
983,p983,859.61
984,p984,737.5
985,p985,14.29
986,p986,546.14
987,p987,260.84
988,p988,604.57
989,p989,674.92
990,p990,690.8
991,p991,708.83
992,p992,414.24
993,p993,509.44
994,p994,260.08
995,p995,662.42
996,p996,594.22
997,p997,355.37
998,p998,51.11
999,p999,799.91
1000,p1000,732.56
1001,p1001,450.47
1002,p1002,623.69
1003,p1003,48.63
1004,p1004,269.44
1005,p1005,424.95
1006,p1006,514.87
1007,p1007,666.33
1008,p1008,483.23
1009,p1009,369.53
1010,p1010,940.94
1011,p1011,299.29
1012,p1012,713.07
1013,p1013,669.41
1014,p1014,957.53
1015,p1015,432.43
1016,p1016,269.52
1017,p1017,190.33
1018,p1018,767.85
1019,p1019,610.7
1020,p1020,352.28
1021,p1021,951.83
1022,p1022,769.66
1023,p1023,31.33
1024,p1024,632.81
1025,p1025,715.27
1026,p1026,241.94
1027,p1027,809.77
1028,p1028,70.75
1029,p1029,769.24
1030,p1030,60.21
1031,p1031,889.14
1032,p1032,601.67
1033,p1033,206.23
1034,p1034,747.23
1035,p1035,654.5
1036,p1036,461.09
1037,p1037,483.64
1038,p1038,132.96
1039,p1039,235.12
1040,p1040,140.35
1041,p1041,304.17
1042,p1042,528.17
1043,p1043,508.28
1044,p1044,538.19
1045,p1045,499.06
1046,p1046,10.79
1047,p1047,57.63
1048,p1048,244.84
1049,p1049,632.31
1050,p1050,947.34
1051,p1051,489.24
1052,p1052,403.64
1053,p1053,152.33
1054,p1054,356.48
1055,p1055,557.53
1056,p1056,624.63
1057,p1057,628.85
1058,p1058,37.44
1059,p1059,486.39
1060,p1060,866.19
1061,p1061,479.08
1062,p1062,713.16
1063,p1063,70.36
1064,p1064,961.74
1065,p1065,984.1
1066,p1066,540.98
1067,p1067,245.01
1068,p1068,904.35
1069,p1069,745.29
1070,p1070,189.53
1071,p1071,93.6
1072,p1072,702.06
1073,p1073,329.06
1074,p1074,419.43
1075,p1075,441.25
1076,p1076,297.26
1077,p1077,741.9
1078,p1078,603.72
1079,p1079,344.63
1080,p1080,474.51
1081,p1081,25.65
1082,p1082,570
1083,p1083,361.44
1084,p1084,45.08
1085,p1085,762.06
1086,p1086,85.88
1087,p1087,826.63
1088,p1088,594.6
1089,p1089,511.88
1090,p1090,363.26
1091,p1091,549.32
1092,p1092,513.39
1093,p1093,466.33
1094,p1094,632.63
1095,p1095,910.09
1096,p1096,658.02
1097,p1097,14.12
1098,p1098,608.84
1099,p1099,359.8
1100,p1100,662.88
1101,p1101,770.52
1102,p1102,106.37
1103,p1103,575.23
1104,p1104,606.88
1105,p1105,922.17
1106,p1106,207.25
1107,p1107,70.26
1108,p1108,815.12
1109,p1109,467.7
1110,p1110,199.13
1111,p1111,342.83
1112,p1112,739.11
1113,p1113,615.36
1114,p1114,973.8
1115,p1115,472.42
1116,p1116,48.16
1117,p1117,986.84
1118,p1118,515.27
1119,p1119,902.43
1120,p1120,30.02
1121,p1121,293.54
1122,p1122,474.04
1123,p1123,960.27
1124,p1124,378.32
1125,p1125,977
1126,p1126,313.33
1127,p1127,478.94
1128,p1128,711.91
1129,p1129,245.25
1130,p1130,524.52
1131,p1131,205.68
1132,p1132,201.58
1133,p1133,240.07
1134,p1134,639.08
1135,p1135,572.22
1136,p1136,518.4
1137,p1137,37.8
1138,p1138,890.99
1139,p1139,81.33
1140,p1140,268.29
1141,p1141,458.67
1142,p1142,315.83
1143,p1143,449.24
1144,p1144,237.45
1145,p1145,63.38
1146,p1146,737.05
1147,p1147,538.67
1148,p1148,900.32
1149,p1149,675.7
1150,p1150,831.2
1151,p1151,621.7
1152,p1152,823.87
1153,p1153,89.28
1154,p1154,654.36
1155,p1155,662.44
1156,p1156,917.97
1157,p1157,937.77
1158,p1158,387.31
1159,p1159,929.88
1160,p1160,107.68
1161,p1161,632.64
1162,p1162,453.06
1163,p1163,924.94
1164,p1164,862.05
1165,p1165,466.63
1166,p1166,923.85
1167,p1167,664.28
1168,p1168,24.94
1169,p1169,955.01
1170,p1170,305.86
1171,p1171,651.11
1172,p1172,401.31
1173,p1173,895.45
1174,p1174,274.71
1175,p1175,251.97
1176,p1176,383.62
1177,p1177,384.95
1178,p1178,402.15
1179,p1179,173.21
1180,p1180,281.17
1181,p1181,597.46
1182,p1182,439.25
1183,p1183,747.38
1184,p1184,974.16
1185,p1185,386.06
1186,p1186,928.46
1187,p1187,517.34
1188,p1188,146.96
1189,p1189,985.48
1190,p1190,256.73
1191,p1191,928.98
1192,p1192,96.95
1193,p1193,781.53
1194,p1194,264.67
1195,p1195,316.31
1196,p1196,306.62
1197,p1197,835.92
1198,p1198,144.27
1199,p1199,744.07
1200,p1200,869.6
1201,p1201,218.44
1202,p1202,233.63
1203,p1203,357.39
1204,p1204,69.53
1205,p1205,901.24
1206,p1206,872.85
1207,p1207,632.44
1208,p1208,83.45
1209,p1209,105.99
1210,p1210,101.87
1211,p1211,890.98
1212,p1212,152.67
1213,p1213,263.36
1214,p1214,689.1
1215,p1215,201.74
1216,p1216,689
1217,p1217,879.75
1218,p1218,776.66
1219,p1219,623
1220,p1220,355.03
1221,p1221,868.51
1222,p1222,695.85
1223,p1223,31.62
1224,p1224,771.61
1225,p1225,896.3
1226,p1226,20
1227,p1227,182.21
1228,p1228,932.63
1229,p1229,608.67
1230,p1230,418.98
1231,p1231,375.8
1232,p1232,694.34
1233,p1233,630.65
1234,p1234,734.19
1235,p1235,675.09
1236,p1236,962.69
1237,p1237,975.69
1238,p1238,261.27
1239,p1239,894.47
1240,p1240,402.98
1241,p1241,523.42
1242,p1242,963.55
1243,p1243,961.06
1244,p1244,974.9
1245,p1245,582.31
1246,p1246,987.37
1247,p1247,935.55
1248,p1248,575.97
1249,p1249,187.74
1250,p1250,729.97
1251,p1251,771.31
1252,p1252,737.85
1253,p1253,352.35
1254,p1254,700.56
1255,p1255,917.07
1256,p1256,37.98
1257,p1257,754.33
1258,p1258,780.81
1259,p1259,8.49
1260,p1260,917.55
1261,p1261,259.88
1262,p1262,940.04
1263,p1263,192.04
1264,p1264,98.12
1265,p1265,491.42
1266,p1266,127.4
1267,p1267,49.88
1268,p1268,860.72
1269,p1269,776.88
1270,p1270,375.13
1271,p1271,679.78
1272,p1272,334.68
1273,p1273,761.83
1274,p1274,890.32
1275,p1275,679.36
1276,p1276,554.11
1277,p1277,524.56
1278,p1278,533.4
1279,p1279,98.86
1280,p1280,747.51
1281,p1281,468.63
1282,p1282,65.73
1283,p1283,793.62
1284,p1284,301
1285,p1285,219.72
1286,p1286,22.33
1287,p1287,841.12
1288,p1288,324.04
1289,p1289,403.22
1290,p1290,157.04
1291,p1291,187.47
1292,p1292,600.15
1293,p1293,443.59
1294,p1294,487.77
1295,p1295,742.78
1296,p1296,963.33
1297,p1297,62.93
1298,p1298,241.19
1299,p1299,761.68
1300,p1300,30.9
1301,p1301,135.97
1302,p1302,905.21
1303,p1303,42.33
1304,p1304,609.98
1305,p1305,529.35
1306,p1306,622.06
1307,p1307,988.51
1308,p1308,953.67
1309,p1309,988.79
1310,p1310,196.15
1311,p1311,390.39
1312,p1312,29.94
1313,p1313,532
1314,p1314,544.59
1315,p1315,223.87
1316,p1316,281.35
1317,p1317,37.09
1318,p1318,866.11
1319,p1319,650.28
1320,p1320,674.47
1321,p1321,897.08
1322,p1322,708.06
1323,p1323,165.84
1324,p1324,248.24
1325,p1325,961.7
1326,p1326,723.35
1327,p1327,602.82
1328,p1328,202.55
1329,p1329,803.47
1330,p1330,78.8
1331,p1331,773.44
1332,p1332,933.02
1333,p1333,867.34
1334,p1334,581.68
1335,p1335,861.56
1336,p1336,260.27
1337,p1337,634.58
1338,p1338,508.17
1339,p1339,888.21
1340,p1340,327.94
1341,p1341,548.45
1342,p1342,937.76
1343,p1343,486.62
1344,p1344,533.93
1345,p1345,34.51
1346,p1346,401.57
1347,p1347,413.65
1348,p1348,0.7
1349,p1349,555.43
1350,p1350,804.65
1351,p1351,721.02
1352,p1352,72.38
1353,p1353,164.19
1354,p1354,991.83
1355,p1355,464.58
1356,p1356,46.87
1357,p1357,916.78
1358,p1358,485.03
1359,p1359,161.35
1360,p1360,892.06
1361,p1361,123.5
1362,p1362,14.41
1363,p1363,344.49
1364,p1364,547.57
1365,p1365,398.84
1366,p1366,363
1367,p1367,716.77
1368,p1368,73.56
1369,p1369,206.4
1370,p1370,254.42
1371,p1371,822.27
1372,p1372,975.08
1373,p1373,351.54
1374,p1374,992.06
1375,p1375,520.12
1376,p1376,624.18
1377,p1377,495.34
1378,p1378,304.71
1379,p1379,831.85
1380,p1380,76.96
1381,p1381,189.47
1382,p1382,258.23
1383,p1383,356.56
1384,p1384,208.68
1385,p1385,97.7
1386,p1386,604.86
1387,p1387,860.18
1388,p1388,882.34
1389,p1389,264.65
1390,p1390,371.4
1391,p1391,889.66
1392,p1392,656.87
1393,p1393,680.56
1394,p1394,600.52
1395,p1395,534.96
1396,p1396,111.35
1397,p1397,751.38
1398,p1398,116.06
1399,p1399,859.02
1400,p1400,731.71
1401,p1401,261.17
1402,p1402,401.44
1403,p1403,532.1
1404,p1404,41.64
1405,p1405,289.72
1406,p1406,122.66
1407,p1407,78.22
1408,p1408,669.47
1409,p1409,226.02
1410,p1410,509.39
1411,p1411,54.93
1412,p1412,2.98
1413,p1413,50.32
1414,p1414,243.26
1415,p1415,486.23
1416,p1416,398.78
1417,p1417,647.89
1418,p1418,590.97
1419,p1419,264.79
1420,p1420,647.96
1421,p1421,981.39
1422,p1422,267.99
1423,p1423,591.15
1424,p1424,69.19
1425,p1425,267.93
1426,p1426,972.38
1427,p1427,887.97
1428,p1428,706.61
1429,p1429,870.23
1430,p1430,264.48
1431,p1431,976.41
1432,p1432,115.39
1433,p1433,788.65
1434,p1434,347.25
1435,p1435,799.54
1436,p1436,583.98
1437,p1437,24.75
1438,p1438,106.52
1439,p1439,299.35
1440,p1440,730.04
1441,p1441,159.63
1442,p1442,231.38
1443,p1443,684.07
1444,p1444,689.73
1445,p1445,148.33
1446,p1446,847.97
1447,p1447,481.5
1448,p1448,850.18
1449,p1449,146.04
1450,p1450,388.78
1451,p1451,772.78
1452,p1452,877.44
1453,p1453,140.16
1454,p1454,100.97
1455,p1455,68.46
1456,p1456,632.37
1457,p1457,332.65
